classificacao|comentario
negativo|"Essa vai pras pessoas que eu conheço e venho ""respeitando"" quando falam que há registro de covid em doente de qualquer doença. Bando de ignorantes do cacete. Estou pronto pra mudar - pra Marte. A Terra já era. Citar Tweet Thomas Conti @ThomasVConti · 23 min Equipes que coletam testes para pesquisa nacional sobre coronavírus são detidas e agredidas. Em cidades de norte a sul, material foi destruído e as equipes tiveram de fugir, afirmam coordenadores. https://www1.folha.uol.com.br/cotidiano/2020/05/equipes-que-coletam-testes-para-pesquisa-nacional-sobre-coronavirus-sao-detidas-e-agredidas.shtml…"
negativo|Em resposta a @Pedro_Bsantos @Ezasilva1 e 2 outros
negativo|Em resposta a @susse Tá errado isso aí... pode ser fofo de assistir, mas animais silvestre podem transmitir inúmeras doenças para nós ( inclusive se especula que veio de um). A febre maculosa transmitida pelo carrapato que é comum as capivaras possuirem é só uma das.
negativo|to com fobia por causa da máscara e não posso nem respirar fundo pq vão achar q eu to com falta de ar por causa do corona
negativo|hoje eu não acordei com falta de ar pq sonhei que tava correndo não né
negativo|estar com COVID destrói teu corpo e seu psicológico. como minha tomografia indicou comprometimento do pulmão, preciso medir a oxigenação a todo instante. hj me senti com falta de ar. oxímetro marcando 95. nada de subir. não bastam as dores, existe a tensão do pior que pode vir. 637 391 7,1 mil
negativo|Pq assim o Google fala q eu tenho febre interna e isso não me contenta pq n tô doente
negativo|Em resposta a @freeblowjob Chamar 2012 de febre das locadoras é totalmente errado,visto que ninguém em sã consciência abriria uma e as que tavam funcionando estavam fechando...
negativo|"a moça perguntou ""vc teve febre ou tosse essa semana?"" eu"
negativo|Em resposta a @AlbuquerqueDavy Fácil falar isso quando tem convênio, saiam do isolamento. Nossa estou com covid vou pro Sírio
negativo|dor cabeça dor de garganta e cólica que mais tens reservado para mim no dia de hoje deus?????? pode mandar eu aguento!!!!!!
negativo|Nossa q bosta se sentir assim
negativo|Em resposta a @dondoca_lala oii amiga, ontem fiquei com o corpo bem ruim mas zero tosse, espirros, febre e falta de ar hoje amanheci sem dor no corpo, nem febre nem tosse nem nada graças a deus ai agora tava lavando uma roupa na água gelada e comecei a dar uns espirrinhos, mas vou tomar um antigripal
negativo|Acordei de madrugada, de bruços, sentindo uma puta falta de ar
negativo|Quem tem sinusite, rinite, bronquite, como eu, só vai desconfiar de covid-19 se tiver febre ou falta de ar. O nosso normal é coriza, tosse e espirro. Eu por exemplo acordo espirrando pra cacete e fico tossindo o dia inteiro. É um saco isso.
negativo|Em resposta a @bemtristemesmo @bhevandron e @susse No campus onde estudo há uns anos houve um surto de febre maculosa por causa das capivaras (que migravam pela cidade inteira através dos rios). A letalidade chega a 60% . Notícia de 2012: Infestação de carrapatos muda rotina no campus da USP de Ribeirão Preto g1.globo.com
negativo|qse morri d falta de ar correndo de máscara scr
negativo|Na porta de casa tamanha 7 da manhã com febre esperando a cesta de café da manhã da mami
negativo|Em resposta a @kiritodadepresa e @Mariih_chan002 Na verdade o Augma é AR, no VR ele tem interesse por ser mais habilidoso, mas o augma nls jogos utiliza de habilidades físicas, coisa que ele não tem, por isso, a falta de interesse
negativo|Ódio, dor de cabeça e febre me baseia agr ao descobri que é para entregar tudo até sexta
negativo|a falta de ar que essa máscara me causa
negativo| ramen bate diferente quando você tem dor de garganta ... não corona * Citar Tweet Mads Lewis @mads_lewis · 1 h ramen hits different when you have a sore throat … not corona*
negativo|Em resposta a @Sergiusant @getsamane e 2 outros
negativo|Em resposta a @dimacgarcia e @TeichNelson Deram remédio para febre
negativo|Eu tô com falta de ar de ansiedade. Tá foda!
negativo|Segunda vez na semana q acho q to com febre e to é c temperatura abaixo da minha normal kkkk Aiai quarentena vou morrer é de loucura
negativo|odeio ser asmatico eu espirro e fico com falta de ar corona sonha com tamanha eficiência
negativo|Em resposta a @AnaGaiao @ZitoMaia1 e @mab_sp
negativo|Gente como q usa essa mascara sem morrer de falta de ar
negativo|Parabéns vc acaba de exterminar o corona vírus com toda sua beleza exuberante, venha aqui em casa e peguei seu prêmio eukk Citar Tweet maria @mariabeatrizx · 6 h #NovaFotoDoPerfil
negativo|Não vou voltar a nadar. Estou com saudades? Estou Quero pegar corona? Não. Citar Tweet Vinii Virooli @viniivirooli91 · 11 de mai Smart Fit e Box de Crossfit serao as câmaras de gás do sec XXI.
negativo|Nem sou sedentário fiz 10 flexão e me deu falta de ar já
negativo|Se eu não ficar doente até sexta ou eu sou assintomática, ou já peguei (quando voltei de STM e fiquei ruim da garganta), ou sou um milagre imune ao corona
negativo|Em resposta a @_Kyoutaa Eu estou bem, tirando a falta de ar e dor no coração
negativo|Garanta arranha e acho que estou com Covid-19, espirro por causa da rinite e acho que estou com Covid-19, tenho dor de cabeça por sinusite e acho que estou com Covid-19. Além do impacto na saúde física, essa doença também desgraça nossa saúde mental gerando um monte de paranóias.
negativo|Em resposta a @KarolineOlgha já peguei/pego muitoo
negativo|To com uma ingua no pescoço, nao sei se e dor de ouvido ou garganta
negativo|provavelmente ninguém se importa mas eu to no hospital não sei se é sério mas eu tava sentindo falta de ar e sentindo mta dor no peito os médicos disseram que podia ser meu coração por conta do tamanho do meu amor por Kim Taehyung
negativo|Qualquer friozinho que eu sinto: a Eu: eu vou medir a minha temperatura, vai que é febre do Corona
negativo|Em resposta a @JJCosta22817968 @WillJosemir e @jairbolsonaro
negativo|Em resposta a @Jouberth19 e @andrefernm Vcs precisam se proteger da febre aftosa. Tá perigoso hein
negativo|não dormi nada, dor péssima da amígdala, febre e inflamação
negativo|provavelmente ninguém se importa, mas eu to no hospital não sei se é sério mas eu tava sentindo falta de ar e sentindo mta dor no peito, os médicos disseram que podia ser meu coração por conta do tamanho do meu amor pela ariana grande
negativo|To me sentindo tão pesada q ta me dando falta de ar
negativo|Em resposta a @NayaraRamiro tá parecendo minha mãe, minha irmã tá c dor de cabeça “é corona, ninguém fica perto dela”
negativo|Em resposta a @gabiborgexs Isso melhora a tosse valeu?
negativo|Então gente! Tô aqui pra avisar aos amigos que estou bem. Assim como todo mundo, eu sofri um pouco com a saúde, só que não foi com a Covid-19, graças a Deus. Em compensação, contraí duas infecções, uma seguida da outra, que me prejudicaram muito. (+)
negativo|to com dor de garganta de novo merddaaaaaa
negativo|quero uma filha agora
negativo|provavelmente ninguém se importa mas eu tô no hospital não sei se é sério mas eu tava sentindo falta de ar e estou com muita dor no peito os médicos disseram que podia ser meu coração por conta do tamanho do meu amor pelo uchiha itachi Citar Tweet hellen; @todorokiced · 1 h provavelmente ninguém se importa mas eu tô no hospital não sei se é sério mas eu tava sentindo falta de ar e estou com muita dor no peito os médicos disseram que podia ser meu coração por conta do tamanho do meu amor pelo shoto todoroki Mostrar esta sequência
negativo|Em resposta a @jhonnytreibb Comecei a tossir e deu até falta de ar só de ler
negativo|eu nem teria percebido minha tosse se n fosse minha mae aparecer c cha p mim
negativo|Qlqr coriza eu já vejo se to com febre kkkkkkk Citar Tweet . @Marcosmor3ira · 18 h Qualquer espirro eu já pesquiso qual é os sintomas do corona
negativo|quão fudido vc é/era? Asma Rinite Intolerância lactose/glúten Problema de visão Alergia a poeira Canelite Dor nas costas Alergia a calor Tosse alérgica Dor no coração Pressão baixa Pressão alta Sinusite Citar Tweet cadê meus cachos @m0r1o · 2 h quão fudido vc é? Asma Rinite Intolerância lactose/glúten Problema de visão Alergia a poeira Dor no joelho Dor nas costas Alergia a calor Alergias de pele Dor no coração Pressão baixa Pressão alta Sinusite https://twitter.com/_nandadantas/status/1259843790870896640…
negativo|Em resposta a @leotecheira e @melandia03 sim!!! com certeza a falta de ar é o principal q caracteriza o covid19, entao espero q de negativo, viu? e q seja só gripe, influenza
negativo|ter crise de ansiedade > ficar com falta de ar > será que eh corona ou ansiedade > mais ansiedade > mais falta de ar e foi assim que eu morri mas passo bem
negativo|Será q é febre?
negativo|Apesar da medicação eu ainda tenho alguns altos e baixos. Tem dias que eu estou super triste, outros sem emoções e algumas vezes mais agitado que o normal. Só que aprendi que eu sou assim e tenho lidar com tudo isso aos poucos e vem dando certo nesses meses, algo que agradeço +
negativo|Em resposta a @alohagab1 Queria trocar com vc hahahaha aqui eu vivo doente pq sempre tá frio , se eu lavar o cabelo então, é dor de garganta na certa
negativo|Em resposta a @JoseEduoguedes @_oianiram e @jairbolsonaro Vai para a rua e morre de covid então. Mas olha, quando sentir falta de ar não quero indo para o hospital ocupar leito não. Tem que morrer trabalhando.
negativo|eu sonhei que eu peguei o corona e morri três noites seguidas Citar Tweet 𝚕𝚒𝚕𝚒𝚝𝚑 @ddlets_ · 17 de mai gente mais alguém tá sonhando bizarro nos últimos dias? pq eu tô sonhando com MUITA coisa, muita gente aleatoria, coisa aleatoria......
negativo|O ruim de ter ansiedade, é que quando você briga com alguém, enquanto a pessoa está dormindo tranquila, você está morrendo de passar mal, te falta ar, você não consegue dormir, fica remoendo e se culpando por tudo, com o risco de no outro dia, vocês nem se falarem
negativo|peguei pra fazer as coisas de desenho I
negativo|meu deus do céu que falta de ar Citar Tweet cinivin @ViniFeCosta · 9 de mai Bglh que odeio é esse tipo de brincadeira em piscina devo ser muito chato mesmo https://twitter.com/thankyoudestiny/status/1258794260884860928… Mostrar esta sequência
negativo|TUDO de acordo com a sienssia está transmitindo esse vírus. Sêmen, cocô, falar, esgoto. Quero ver é no que vai dar isso ai. Se pq na tosse vc transmite, já te trancaram dentro de casa, IMAGINA O Q VÃO FAZER DPS Citar Tweet Claudia Wild @Clauwild1 · 24 min Um novo estudo mostrou que não só tossir e espirrar transmite o vírus chinês, mas também falar. “As gotículas cuspidas em uma única frase permanecem numa sala por mais de dez minutos”. O estudo foi publicado na revista ‘Proceedings of the National Academy of Sciences of the USA’. Mostrar esta sequência
negativo|Em resposta a @Labiha3 e @marijazita pessoas se reinfectando e matando um monte de gente porque ACHAM que não pegam mais Covid só porque pegaram uma vez, tiveram sintomas leves e se curaram, mas aí na segunda não tiveram sintomas, na terceira só uma dor de cabeça ou diarréia que acharam que fosse outra coisa, etc
negativo|O CDC adicionou mais seis sinais, elevando o total para nove: calafrios, tremedeiras repetidas com calafrios, dor muscular, dor de cabeça, dor de garganta e perda de olfato ou paladar. #COVID19 #covid #coronavirus
negativo|22 graus é moletom e coriza.
negativo|Em resposta a @NerdPai e @Cardoso Comprei ja na pandemia, mas eu tb tinha uma noção de quanto custava p comprar em farmácias. Como meu filho é asmático e tava em crise, c medo de sujeita-lo ao risco de ser covid e eu ñ ter como acudir, peguei o $ da conta de luz, corri e comprei (mas foi “caro”: 149,90 em março)
negativo|wonho com dor de garganta
negativo|Finalmente recuperado da saúde, tomei dipirona, benzentacil, vacina pra gripe, antibióticos durante a semana, remédio pra soluço, imosec pra diarreia (efeito colateral dos antibióticos)... Só não sei como não peguei covid-
negativo|Só de ver os stories do povo na academia treinando de máscara já quase morri de falta de ar pra eles GIF
negativo|A tempo não pode mudar um pouquinho que eu já fico com dor de garganta
negativo|"Em resposta a @OCantoOficial DESDE MARÇO ISOLADO ESTOU SURTANDO A CADA MOMENTO SUPERAMOS O CORONA COM A FORÇA DE UM SENTIMENTO TODO MUNDO DIZIA: ""HUMANIDADE É O FIM DA SUA VIDA"" MAS A CIENCIA SABIA DA FORÇA DA NOSSA TORCIDA"
negativo|Não minta sobre o que desconhece. Vá ( )dar 14 dias de cool, depois mostre seu exame toxicológico. Vá procurar sua turma e... melhor, vá me marcar no tinder pra ver o que é bom pra tosse,vômito, depressão,solidão,dor de cabeça,corona vírus, falta do que fazer na quarentena KKKK Citar Tweet Mônica Bergamo @monicabergamo · 28 de mar Jurista Ives Gandra Martins está com coronavírus. Ele se recuperava de uma cirurgia no hospital Sirio Libanês e segue internado. https://www1.folha.uol.com.br/colunas/monicabergamo/2020/03/jurista-ives-gandra-martins-esta-internado-com-coronavirus.shtml…
negativo|Em resposta a @samydana @Estadao e 2 outros Peguei esses dados. Fico achando que ja tinha covid em NYC bem antes de os primeiros casos serem reportados. (Usei media movel de 7 dias)
negativo|linha tênue entre essa falta de ar eh uma crise de ansiedade ou sintoma de corona vírus
negativo|O corona virus nunca me assustouuu.. Eu ja peguei coisa pior ainda chamei de.amor @TIERRYOFICIAL
negativo|Ja me deu falta de ar vendo esse vídeo
negativo|Em resposta a @W99YJ Febre amarela.
negativo|Agora quero saber também pq o paciente com lúpulos é assintomático e já tem anticorpos para covid-19? Covid-19 não fez nada a essas pessoas e uma coriza Pq estão escondendo isso da sociedade???
negativo|Toda vez que tenho que ir resolver algo na rua chego em casa pirado achando que peguei covid
negativo|eu não podia por 6 meses por causa do roacutan e agora com covid tbm não, eu realmente estou pálida
